,0
1257,Gm07_367747
1258,Gm07_374438
1259,Gm07_377455
1260,Gm07_384396
1261,Gm07_391355
1262,Gm07_397688
1263,Gm07_404615
1264,Gm07_407735
1265,Gm07_411079
1266,Gm07_415448
1267,Gm07_423284
1268,Gm07_438371
1269,Gm07_469120
1270,Gm07_477630
1271,Gm07_483284
1272,Gm07_487045
1273,Gm07_495514
1274,Gm07_499876
1275,Gm07_550465
1276,Gm07_560099
1277,Gm07_572463
1278,Gm07_576356
1279,Gm07_585801
1280,Gm07_590147
1281,Gm07_595871
1282,Gm07_599398
1283,Gm07_603070
1284,Gm07_619231
1285,Gm07_636937
1286,Gm07_641788
1287,Gm07_647983
1288,Gm07_658607
1289,Gm07_666957
1290,Gm07_670816
1291,Gm07_674572
1292,Gm07_684731
1293,Gm07_712215
1294,Gm07_735483
1295,Gm07_738627
1296,Gm07_746526
1297,Gm07_751205
1298,Gm07_757502
1299,Gm07_765401
1300,Gm07_768776
1301,Gm07_779094
1302,Gm07_786656
1303,Gm07_794754
1304,Gm07_800131
1305,Gm07_807121
1306,Gm07_810007
1307,Gm07_813932
1308,Gm07_819628
1309,Gm07_825005
1310,Gm07_838021
1311,Gm07_843001
1312,Gm07_848245
1313,Gm07_862460
1314,Gm07_867063
1315,Gm07_871308
1316,Gm07_878136
1317,Gm07_880987
1318,Gm07_885921
1319,Gm07_889067
1320,Gm07_894980
1321,Gm07_904850
1322,Gm07_910803
1323,Gm07_930008
1324,Gm07_946757
1325,Gm07_950412
1326,Gm07_960068
1327,Gm07_964115
1328,Gm07_969563
1329,Gm07_974462
1330,Gm07_986872
1331,Gm07_1013237
1332,Gm07_1019722
1333,Gm07_1022897
1334,Gm07_1025739
1335,Gm07_1029910
1336,Gm07_1038421
1337,Gm07_1041984
1338,Gm07_1046363
1339,Gm07_1049188
1340,Gm07_1055723
1341,Gm07_1059288
1342,Gm07_1065163
1343,Gm07_1087461
1344,Gm07_1100255
1345,Gm07_1107245
1346,Gm07_1123613
1347,Gm07_1128120
1348,Gm07_1168302
1349,Gm07_2999056
1350,Gm07_3009952
1351,Gm07_3148636
1352,Gm07_3230552
1353,Gm07_3422659
1354,Gm07_3812536
1355,Gm07_3822468
1356,Gm07_3828047
1357,Gm07_3845075
1358,Gm07_3866321
1359,Gm07_3874170
1360,Gm07_3907628
1361,Gm07_3926012
1362,Gm07_3957359
1363,Gm07_3974002
1364,Gm07_3988938
1365,Gm07_3994870
1366,Gm07_4010883
1367,Gm07_4830166
1368,Gm07_4842648
1369,Gm07_4851313
1370,Gm07_4857595
1371,Gm07_4903456
1372,Gm07_4909890
1373,Gm07_4914177
1374,Gm07_4944406
1375,Gm07_4954411
1376,Gm07_4961647
1377,Gm07_4970946
1378,Gm07_4977160
1379,Gm07_4982916
1380,Gm07_4988446
1381,Gm07_4991464
1382,Gm07_4996847
1383,Gm07_5005970
1384,Gm07_5025271
1385,Gm07_5036770
1386,Gm07_5070937
1387,Gm07_5077544
1388,Gm07_5083899
1389,Gm07_5086958
1390,Gm07_5097877
1391,Gm07_5109049
1392,Gm07_5145563
1393,Gm07_5152231
1394,Gm07_5175977
1395,Gm07_5188278
1396,Gm07_5196061
1397,Gm07_5211366
1398,Gm07_5226722
1399,Gm07_5252600
1400,Gm07_5257601
1401,Gm07_5271925
1402,Gm07_5280957
1403,Gm07_5288296
1404,Gm07_5295494
1405,Gm07_5306337
1406,Gm07_5309959
1407,Gm07_5319193
1408,Gm07_5324071
1409,Gm07_5480878
1410,Gm07_5486570
1411,Gm07_5506212
1412,Gm07_5614060
1413,Gm07_5636973
1414,Gm07_5959928
1415,Gm07_5982144
1416,Gm07_5989609
1417,Gm07_7832406
1418,Gm07_15058491
1419,Gm07_15158482
1420,Gm07_16029847
1421,Gm07_17029901
1422,Gm07_17033285
1423,Gm07_17062559
1424,Gm07_17420489
1425,Gm07_17421579
1426,Gm07_17473635
1427,Gm07_17890939
1428,Gm07_17891095
1429,Gm07_19746203
1430,Gm07_23479399
1431,Gm07_27180364
1432,Gm07_30170737
1433,Gm07_36725068
1434,Gm07_36955973
1435,Gm07_37010989
1436,Gm07_37180340
1437,Gm07_40760824
1438,Gm07_40919533
1439,Gm07_40949633
1440,Gm07_40954694
1441,Gm07_40958208
1442,Gm07_41209885
1443,Gm07_41279625
1444,Gm07_41661578
1445,Gm07_42404461
1446,Gm07_42632283
1447,Gm07_42648000
1448,Gm07_42653477
1449,Gm07_44135661
1450,Gm08_1438667
1451,Gm08_1444196
1452,Gm08_1451500
1453,Gm08_1456096
1454,Gm08_1493618
1455,Gm08_1504051
1456,Gm08_1511086
1457,Gm08_1522819
1458,Gm08_1561323
1459,Gm08_1566515
1460,Gm08_1582661
1461,Gm08_1590551
1462,Gm08_1599066
1463,Gm08_1609420
1464,Gm08_1631067
1465,Gm08_1654923
1466,Gm08_1663406
1467,Gm08_1677133
1468,Gm08_1690262
1469,Gm08_1764654
1470,Gm08_1770144
1471,Gm08_1776653
1472,Gm08_1793950
1473,Gm08_1863077
1474,Gm08_1868966
1475,Gm08_1896648
1476,Gm08_1948104
1477,Gm08_2285799
1478,Gm08_2290843
1479,Gm08_2473625
1480,Gm08_5123392
1481,Gm08_10612052
1482,Gm08_10617646
1483,Gm08_10622979
1484,Gm08_10642816
1485,Gm08_10648763
1486,Gm08_10661414
1487,Gm08_10694073
1488,Gm08_10715686
1489,Gm08_10733167
1490,Gm08_10755506
1491,Gm08_10760788
1492,Gm08_10787456
1493,Gm08_10801642
1494,Gm08_10821603
1495,Gm08_10832003
1496,Gm08_10849957
1497,Gm08_10859682
1498,Gm08_10905109
1499,Gm08_10911988
1500,Gm08_10945445
1501,Gm08_10981040
1502,Gm08_10985785
1503,Gm08_11000222
1504,Gm08_11020996
1505,Gm08_11026070
1506,Gm08_11037687
1507,Gm08_11059925
1508,Gm08_11071581
1509,Gm08_11076677
1510,Gm08_11087946
1511,Gm08_11115799
1512,Gm08_11123002
1513,Gm08_11129635
1514,Gm08_11139109
1515,Gm08_11151724
1516,Gm08_11156507
1517,Gm08_11174054
1518,Gm08_11189442
1519,Gm08_11196711
1520,Gm08_11206215
1521,Gm08_11228188
1522,Gm08_11233711
1523,Gm08_11239670
1524,Gm08_11252482
1525,Gm08_11261015
1526,Gm08_11276155
1527,Gm08_11292805
1528,Gm08_11324216
1529,Gm08_11336083
1530,Gm08_11355229
1531,Gm08_11359720
1532,Gm08_11369441
1533,Gm08_11386429
1534,Gm08_11396698
1535,Gm08_11416374
1536,Gm08_11421795
1537,Gm08_11428039
1538,Gm08_11437633
1539,Gm08_11442368
1540,Gm08_11451417
1541,Gm08_11460158
1542,Gm08_11467004
1543,Gm08_11489005
1544,Gm08_11504686
1545,Gm08_11523340
1546,Gm08_11528092
1547,Gm08_11536026
1548,Gm08_11553616
1549,Gm08_11589130
1550,Gm08_11601368
1551,Gm08_11606336
1552,Gm08_11614839
1553,Gm08_11634267
1554,Gm08_11639568
1555,Gm08_11666646
1556,Gm08_11674313
1557,Gm08_11708796
1558,Gm08_11718711
1559,Gm08_11730256
1560,Gm08_11737862
1561,Gm08_11742053
1562,Gm08_11750012
1563,Gm08_11755233
1564,Gm08_11763283
1565,Gm08_11772762
1566,Gm08_11783354
1567,Gm08_11796018
1568,Gm08_11802244
1569,Gm08_11806597
1570,Gm08_11825241
1571,Gm08_11844661
1572,Gm08_11849336
1573,Gm08_11864234
1574,Gm08_11878840
1575,Gm08_11885469
1576,Gm08_11908215
1577,Gm08_11917991
1578,Gm08_11924395
1579,Gm08_11933280
1580,Gm08_11939524
1581,Gm08_11969594
1582,Gm08_11981743
1583,Gm08_12005264
1584,Gm08_12018793
1585,Gm08_12026627
1586,Gm08_12033276
1587,Gm08_12037820
1588,Gm08_12052338
1589,Gm08_12079307
1590,Gm08_12089937
1591,Gm08_12107226
1592,Gm08_12118339
1593,Gm08_12138362
1594,Gm08_12143360
1595,Gm08_12150071
1596,Gm08_12160910
1597,Gm08_12168618
1598,Gm08_12172900
1599,Gm08_12182760
1600,Gm08_12187910
1601,Gm08_12243725
1602,Gm08_12259397
1603,Gm08_12265271
1604,Gm08_12280980
1605,Gm08_12290092
1606,Gm08_12294329
1607,Gm08_12301232
1608,Gm08_12307960
1609,Gm08_12323503
1610,Gm08_12335397
1611,Gm08_12370707
1612,Gm08_12384730
1613,Gm08_12415380
1614,Gm08_12442319
1615,Gm08_12457603
1616,Gm08_12463835
1617,Gm08_12487914
1618,Gm08_12511707
1619,Gm08_12521086
1620,Gm08_12529296
1621,Gm08_12564524
1622,Gm08_12569559
1623,Gm08_12590095
1624,Gm08_12597143
1625,Gm08_12605702
1626,Gm08_12630308
1627,Gm08_12650769
1628,Gm08_12666486
1629,Gm08_12680864
1630,Gm08_12693538
1631,Gm08_12703609
1632,Gm08_12777126
1633,Gm08_12793503
1634,Gm08_12811110
1635,Gm08_12819881
1636,Gm08_12841079
1637,Gm08_12868193
1638,Gm08_12876363
1639,Gm08_12921269
1640,Gm08_12937984
1641,Gm08_12965242
1642,Gm08_12984701
1643,Gm08_13003745
1644,Gm08_13016330
1645,Gm08_13021007
1646,Gm08_13030882
1647,Gm08_13054636
1648,Gm08_13061530
1649,Gm08_13075103
1650,Gm08_13103485
1651,Gm08_13114345
1652,Gm08_13165879
1653,Gm08_13210755
1654,Gm08_13229840
1655,Gm08_13242790
1656,Gm08_13274226
1657,Gm08_13282668
1658,Gm08_13296014
1659,Gm08_13309733
1660,Gm08_13320998
1661,Gm08_13327429
1662,Gm08_13510396
1663,Gm08_13521935
1664,Gm08_13535302
1665,Gm08_13554353
1666,Gm08_13561502
1667,Gm08_13567431
1668,Gm08_13620776
1669,Gm08_13626362
1670,Gm08_13635151
1671,Gm08_13644094
1672,Gm08_13943609
1673,Gm08_14217744
1674,Gm08_15154739
1675,Gm08_15627962
1676,Gm08_15678199
1677,Gm08_15689456
1678,Gm08_15800128
1679,Gm08_15807568
1680,Gm08_15818736
1681,Gm08_15831036
1682,Gm08_15840854
1683,Gm08_15854057
1684,Gm08_15862930
1685,Gm08_15867152
1686,Gm08_15872031
1687,Gm08_15878035
1688,Gm08_15885050
1689,Gm08_15894785
1690,Gm08_15918983
1691,Gm08_15929442
1692,Gm08_15946802
1693,Gm08_15975626
1694,Gm08_16003038
1695,Gm08_16029724
1696,Gm08_16059673
1697,Gm08_16072657
1698,Gm08_16097438
1699,Gm08_16106929
1700,Gm08_16131320
1701,Gm08_16190790
1702,Gm08_16197224
1703,Gm08_16206319
1704,Gm08_16211701
1705,Gm08_16216710
1706,Gm08_16226313
1707,Gm08_16235534
1708,Gm08_16245118
1709,Gm08_16253517
1710,Gm08_16262240
1711,Gm08_19162370
1712,Gm08_19189509
1713,Gm08_19201072
1714,Gm08_19263953
1715,Gm08_19290766
1716,Gm08_19495908
1717,Gm08_19618680
1718,Gm08_19653675
1719,Gm08_19787004
1720,Gm08_25159552
1721,Gm08_45678641
1722,Gm08_45695835
1723,Gm08_45765326
1724,Gm09_135360
1725,Gm09_247235
1726,Gm09_344024
1727,Gm09_346078
1728,Gm09_366745
1729,Gm09_385786
1730,Gm09_399841
1731,Gm09_399940
1732,Gm09_422384
1733,Gm09_422720
1734,Gm09_424439
1735,Gm09_425375
1736,Gm09_425581
1737,Gm09_1578981
1738,Gm09_1580859
1739,Gm09_1607104
1740,Gm09_1614124
1741,Gm09_1631473
1742,Gm09_1634692
1743,Gm09_1635593
1744,Gm09_1658652
1745,Gm09_1661409
1746,Gm09_1665753
1747,Gm09_1687866
1748,Gm09_1690578
1749,Gm09_1706677
1750,Gm09_1707351
1751,Gm09_1713665
1752,Gm09_1716099
1753,Gm09_1718381
1754,Gm09_1728138
1755,Gm09_1730346
1756,Gm09_1757564
1757,Gm09_1764043
1758,Gm09_1764258
1759,Gm09_1769811
1760,Gm09_1771917
1761,Gm09_1778407
1762,Gm09_1780524
1763,Gm09_1782384
1764,Gm09_1784421
1765,Gm09_1784874
1766,Gm09_1789479
1767,Gm09_1790294
1768,Gm09_1791289
1769,Gm09_1793277
1770,Gm09_1793370
1771,Gm09_1800710
1772,Gm09_1801934
1773,Gm09_1802137
1774,Gm09_1802205
1775,Gm09_1802333
1776,Gm09_1803566
1777,Gm09_1804552
1778,Gm09_1805242
1779,Gm09_1805322
1780,Gm09_1805996
1781,Gm09_1806115
1782,Gm09_1807173
1783,Gm09_1807401
1784,Gm09_1807603
1785,Gm09_1808317
1786,Gm09_1808425
1787,Gm09_5024264
1788,Gm09_7163703
1789,Gm09_9016239
1790,Gm09_9870340
1791,Gm09_10135674
1792,Gm09_10379445
1793,Gm09_10474861
1794,Gm09_10979308
1795,Gm09_11842723
1796,Gm09_12863251
1797,Gm09_15999074
1798,Gm09_18140886
1799,Gm09_18975401
1800,Gm09_19396262
1801,Gm09_20463510
1802,Gm09_31130602
1803,Gm09_31168892
1804,Gm09_32881587
1805,Gm09_32927873
1806,Gm09_33131097
1807,Gm09_33201929
1808,Gm09_33748460
1809,Gm09_34267448
1810,Gm09_34958952
1811,Gm09_36305377
1812,Gm09_36517311
1813,Gm09_39615772
1814,Gm09_39747480
1815,Gm09_39784505
1816,Gm09_39785445
1817,Gm09_40038388
1818,Gm09_40038961
1819,Gm09_40041912
1820,Gm09_40042325
1821,Gm09_40042467
1822,Gm09_40043531
1823,Gm09_40045855
1824,Gm09_40047769
1825,Gm09_40049672
1826,Gm09_40050415
1827,Gm09_40051254
1828,Gm09_40051329
1829,Gm09_40052572
1830,Gm09_40054524
1831,Gm09_40054657
1832,Gm09_40056609
1833,Gm09_40056852
1834,Gm09_40061836
1835,Gm09_40062740
1836,Gm09_40063847
1837,Gm09_40063919
1838,Gm09_40065780
1839,Gm09_40069064
1840,Gm09_40069273
1841,Gm09_40069603
1842,Gm09_40069671
1843,Gm09_40076300
1844,Gm09_40076975
1845,Gm09_40077099
1846,Gm09_40077223
1847,Gm09_40077381
1848,Gm09_40078893
1849,Gm09_40079333
1850,Gm09_40084116
1851,Gm09_40089764
1852,Gm09_40092428
1853,Gm09_40097214
1854,Gm09_40099094
1855,Gm09_40100785
1856,Gm09_40101858
1857,Gm09_40102626
1858,Gm09_40102780
1859,Gm09_40103375
1860,Gm09_40103554
1861,Gm09_40105073
1862,Gm09_40105504
1863,Gm09_40105630
1864,Gm09_40108960
1865,Gm09_40158696
1866,Gm09_40158739
1867,Gm09_40161201
1868,Gm09_40162228
1869,Gm09_40163316
1870,Gm09_40163947
1871,Gm09_40619957
1872,Gm09_40624713
1873,Gm09_40625775
1874,Gm09_40633806
1875,Gm09_40674166
1876,Gm09_40771777
1877,Gm09_40788555
1878,Gm09_40829020
1879,Gm09_40907915
1880,Gm09_43921862
1881,Gm09_43927944
1882,Gm09_44454200
1883,Gm09_44528953
1884,Gm10_14714
1885,Gm10_26376
1886,Gm10_63505
1887,Gm10_68803
1888,Gm10_72168
1889,Gm10_92355
1890,Gm10_94469
1891,Gm10_109993
1892,Gm10_115205
1893,Gm10_121493
1894,Gm10_150503
1895,Gm10_169010
1896,Gm10_173179
1897,Gm10_182308
1898,Gm10_188982
1899,Gm10_191421
1900,Gm10_193768
1901,Gm10_197104
1902,Gm10_199444
1903,Gm10_212815
1904,Gm10_219122
1905,Gm10_242267
1906,Gm10_253048
1907,Gm10_259106
1908,Gm10_279112
1909,Gm10_301394
1910,Gm10_316786
1911,Gm10_350325
1912,Gm10_352528
1913,Gm10_355691
1914,Gm10_430625
1915,Gm10_452742
1916,Gm10_458839
1917,Gm10_474540
1918,Gm10_533855
1919,Gm10_537905
1920,Gm10_545297
1921,Gm10_548376
1922,Gm10_550977
1923,Gm10_554538
1924,Gm10_557562
1925,Gm10_563823
1926,Gm10_567596
1927,Gm10_571121
1928,Gm10_575374
1929,Gm10_579079
1930,Gm10_583437
1931,Gm10_593641
1932,Gm10_600406
1933,Gm10_603237
1934,Gm10_608884
1935,Gm10_616086
1936,Gm10_623031
1937,Gm10_631034
1938,Gm10_637423
1939,Gm10_643878
1940,Gm10_651678
1941,Gm10_656429
1942,Gm10_667653
1943,Gm10_674980
1944,Gm10_679061
1945,Gm10_681835
1946,Gm10_686014
1947,Gm10_690432
1948,Gm10_700085
1949,Gm10_702278
1950,Gm10_705847
1951,Gm10_709071
1952,Gm10_714191
1953,Gm10_716411
1954,Gm10_720779
1955,Gm10_725185
1956,Gm10_733659
1957,Gm10_745210
1958,Gm10_750788
1959,Gm10_764295
1960,Gm10_772271
1961,Gm10_806964
1962,Gm10_841072
1963,Gm10_848609
1964,Gm10_854083
1965,Gm10_856393
1966,Gm10_875671
1967,Gm10_894854
1968,Gm10_915474
1969,Gm10_925379
1970,Gm10_933910
1971,Gm10_942239
1972,Gm10_945670
1973,Gm10_952617
1974,Gm10_967536
1975,Gm10_976822
1976,Gm10_979381
1977,Gm10_990215
1978,Gm10_1004713
1979,Gm10_1016639
1980,Gm10_1030699
1981,Gm10_1035825
1982,Gm10_1879723
1983,Gm10_1882298
1984,Gm10_1886747
1985,Gm10_1889816
1986,Gm10_1893305
1987,Gm10_1898427
1988,Gm10_1906800
1989,Gm10_1911825
1990,Gm10_1914017
1991,Gm10_1916078
1992,Gm10_1918260
1993,Gm10_1928916
1994,Gm10_1988081
1995,Gm10_1993599
1996,Gm10_1997439
1997,Gm10_2005332
1998,Gm10_2015217
1999,Gm10_2050073
2000,Gm10_2066560
2001,Gm10_2071630
2002,Gm10_2073806
2003,Gm10_2076956
2004,Gm10_2079045
2005,Gm10_2082877
2006,Gm10_11131784
2007,Gm10_11200454
2008,Gm10_11395454
2009,Gm10_11550897
2010,Gm10_11585147
2011,Gm10_11638946
2012,Gm10_11679545
2013,Gm10_11966326
2014,Gm10_12157879
2015,Gm10_12206170
2016,Gm10_12315129
2017,Gm10_12498068
2018,Gm10_12617895
2019,Gm10_12911574
2020,Gm10_13025671
2021,Gm10_13131312
2022,Gm10_13351420
2023,Gm10_13439467
2024,Gm10_14713903
2025,Gm10_16846502
2026,Gm10_17068807
2027,Gm10_17313031
2028,Gm10_17396894
2029,Gm10_19070238
2030,Gm10_19605759
2031,Gm10_28130233
2032,Gm10_28665682
2033,Gm10_36744954
2034,Gm10_43599999
2035,Gm10_43603279
2036,Gm10_43606482
2037,Gm10_43608539
2038,Gm10_43613941
2039,Gm10_43621826
2040,Gm10_43627486
2041,Gm10_43630574
2042,Gm10_43638272
2043,Gm10_43647982
2044,Gm10_43658016
2045,Gm10_43662893
2046,Gm10_43667560
2047,Gm10_43671648
2048,Gm10_43674304
2049,Gm10_43676955
2050,Gm10_43679989
2051,Gm10_43682273
2052,Gm10_43684506
2053,Gm10_43689676
2054,Gm10_43692191
2055,Gm10_43694296
2056,Gm10_43697533
2057,Gm10_43714296
2058,Gm10_43716784
2059,Gm10_43722532
2060,Gm10_43725982
2061,Gm10_43729702
2062,Gm10_43735348
2063,Gm10_43743280
2064,Gm10_43755306
2065,Gm10_43757437
2066,Gm10_43762210
2067,Gm10_43767529
2068,Gm10_43773903
2069,Gm10_43776707
2070,Gm10_43779401
2071,Gm10_43783537
2072,Gm10_43790810
2073,Gm10_43793452
2074,Gm10_43799226
2075,Gm10_43808630
2076,Gm10_43815883
2077,Gm10_43818041
2078,Gm10_43821942
2079,Gm10_43825392
2080,Gm10_43828130
2081,Gm10_43833979
2082,Gm10_43838442
2083,Gm10_43841675
2084,Gm10_43856969
2085,Gm10_43859917
2086,Gm10_43863467
2087,Gm10_43868983
2088,Gm10_43872139
2089,Gm10_43880346
2090,Gm10_43882385
2091,Gm10_43885571
2092,Gm10_43890845
2093,Gm10_43903647
2094,Gm10_43908174
2095,Gm10_43913576
2096,Gm10_43919402
2097,Gm10_43921575
2098,Gm10_43929636
2099,Gm10_43934881
2100,Gm10_44114545
2101,Gm10_44118289
2102,Gm10_44120764
2103,Gm10_44124696
2104,Gm10_44146333
2105,Gm10_44148529
2106,Gm10_44151052
2107,Gm10_44155722
2108,Gm10_44158333
2109,Gm10_44161160
2110,Gm10_44163504
2111,Gm10_44166650
2112,Gm10_44169310
2113,Gm10_44172388
2114,Gm10_44176284
2115,Gm10_44182198
2116,Gm10_44185202
2117,Gm10_44187665
2118,Gm10_44189871
2119,Gm10_44196956
2120,Gm10_44199135
2121,Gm10_44213424
2122,Gm10_44227168
2123,Gm10_44287415
2124,Gm10_44500915
2125,Gm10_44630777
2126,Gm10_44669893
2127,Gm10_47955979
2128,Gm10_47959788
2129,Gm10_47987331
2130,Gm10_50027567
2131,Gm10_50834461
2132,Gm10_50869829
2133,Gm10_50889419
2134,Gm11_1266080
2135,Gm11_1272213
2136,Gm11_1282591
2137,Gm11_1307573
2138,Gm11_1322388
2139,Gm11_1332573
2140,Gm11_1344039
2141,Gm11_1346650
2142,Gm11_1351030
2143,Gm11_1354788
2144,Gm11_1376488
2145,Gm11_1380622
2146,Gm11_1386139
2147,Gm11_1411896
2148,Gm11_1422747
2149,Gm11_1474387
2150,Gm11_1487312
2151,Gm11_1554713
2152,Gm11_1562584
2153,Gm11_1567293
2154,Gm11_1570509
2155,Gm11_1577790
2156,Gm11_1588547
2157,Gm11_1593176
2158,Gm11_1606757
2159,Gm11_1613617
2160,Gm11_1616821
2161,Gm11_1620672
2162,Gm11_1625959
2163,Gm11_1631566
2164,Gm11_1647861
2165,Gm11_1662914
2166,Gm11_1665683
2167,Gm11_1690288
2168,Gm11_1703363
2169,Gm11_1750300
2170,Gm11_1757929
2171,Gm11_1762222
2172,Gm11_1774038
2173,Gm11_1777940
2174,Gm11_1782143
2175,Gm11_1785973
2176,Gm11_1790121
2177,Gm11_1793669
2178,Gm11_1801676
2179,Gm11_1805001
2180,Gm11_1810770
2181,Gm11_1833122
2182,Gm11_1846117
2183,Gm11_1853956
2184,Gm11_1859951
2185,Gm11_1867181
2186,Gm11_1870311
2187,Gm11_1874536
2188,Gm11_1888712
2189,Gm11_1892423
2190,Gm11_2085017
2191,Gm11_2106680
2192,Gm11_2109834
2193,Gm11_2112808
2194,Gm11_2177678
2195,Gm11_2317644
2196,Gm11_2532363
2197,Gm11_2537105
2198,Gm11_2547464
2199,Gm11_2550407
2200,Gm11_2555215
2201,Gm11_2563005
2202,Gm11_2565807
2203,Gm11_2569085
2204,Gm11_2577351
2205,Gm11_2610070
2206,Gm11_2725100
2207,Gm11_3388809
2208,Gm11_4827840
2209,Gm11_4831821
2210,Gm11_4835214
2211,Gm11_4856419
2212,Gm11_4904658
2213,Gm11_4943484
2214,Gm11_4962308
2215,Gm11_5105634
2216,Gm11_5193792
2217,Gm11_5798993
2218,Gm11_6338133
2219,Gm11_6707379
2220,Gm11_6733518
2221,Gm11_6890057
2222,Gm11_6899233
2223,Gm11_6904568
2224,Gm11_6994671
2225,Gm11_7084329
2226,Gm11_7251379
2227,Gm11_7257078
2228,Gm11_7262127
2229,Gm11_7267315
2230,Gm11_7272755
2231,Gm11_7279103
2232,Gm11_7281997
2233,Gm11_7288526
2234,Gm11_7291768
2235,Gm11_7301718
2236,Gm11_7307595
2237,Gm11_7311976
2238,Gm11_7317054
2239,Gm11_7323481
2240,Gm11_7326154
2241,Gm11_7328969
2242,Gm11_7331734
2243,Gm11_7334757
2244,Gm11_7340209
2245,Gm11_7348145
2246,Gm11_7351461
2247,Gm11_7355994
2248,Gm11_7364498
2249,Gm11_7368452
2250,Gm11_7377004
2251,Gm11_7383416
2252,Gm11_7389464
2253,Gm11_7392159
2254,Gm11_7395414
2255,Gm11_7402272
2256,Gm11_7413780
2257,Gm11_7423506
2258,Gm11_7426225
2259,Gm11_7430531
2260,Gm11_7436885
2261,Gm11_7445495
2262,Gm11_7451860
2263,Gm11_7455788
2264,Gm11_7626341
2265,Gm11_8039637
2266,Gm11_8089685
2267,Gm11_8092938
2268,Gm11_8959629
2269,Gm11_9114922
2270,Gm11_18651414
2271,Gm11_36387767
2272,Gm11_36482096
2273,Gm11_36517294
2274,Gm11_36823232
2275,Gm11_36897245
2276,Gm11_36966966
2277,Gm11_36993004
2278,Gm11_37104718
2279,Gm11_37109796
2280,Gm11_37119073
2281,Gm11_37129711
2282,Gm11_37139826
2283,Gm11_37145795
2284,Gm11_37158722
2285,Gm11_37220919
2286,Gm11_37226500
2287,Gm11_37497298
2288,Gm11_37750830
2289,Gm11_37820022
2290,Gm11_37828798
2291,Gm11_37832097
2292,Gm11_37894716
2293,Gm11_37900451
2294,Gm11_37907241
2295,Gm11_37912772
2296,Gm11_37916382
2297,Gm11_37933119
2298,Gm11_37935886
2299,Gm11_37946574
2300,Gm11_37963609
2301,Gm11_37978746
2302,Gm11_38051573
2303,Gm11_38056078
2304,Gm11_38063377
2305,Gm11_38066178
2306,Gm11_38073069
2307,Gm11_38084181
2308,Gm11_38088097
2309,Gm11_38091484
2310,Gm11_38099728
2311,Gm11_38109188
2312,Gm11_38121028
2313,Gm11_38125616
2314,Gm11_38131069
2315,Gm11_38138083
2316,Gm11_38147133
2317,Gm11_38156645
2318,Gm11_38160479
2319,Gm11_38167844
2320,Gm11_38182273
2321,Gm11_38187197
2322,Gm11_38191477
2323,Gm11_38201181
2324,Gm11_38207058
2325,Gm11_38222204
2326,Gm11_38225584
2327,Gm11_38237388
2328,Gm11_38261521
2329,Gm11_38273049
2330,Gm11_38289103
2331,Gm11_38356727
2332,Gm11_38483333
2333,Gm11_38497698
2334,Gm11_38502884
2335,Gm11_38516759
2336,Gm11_38731017
2337,Gm11_38823146
2338,Gm11_38826543
2339,Gm11_38832668
2340,Gm11_38855790
2341,Gm11_38895028
2342,Gm11_38904159
2343,Gm11_38981195
2344,Gm11_38996178
2345,Gm11_39004978
2346,Gm11_39007818
2347,Gm11_39087392
2348,Gm11_39092147
2349,Gm11_39100921
2350,Gm11_39117799
2351,Gm11_39123267
2352,Gm11_39126053
2353,Gm11_39133031
2354,Gm11_39137853
2355,Gm11_39143259
2356,Gm11_39149950
2357,Gm12_2581382
2358,Gm12_2593021
2359,Gm12_2594573
2360,Gm12_2601274
2361,Gm12_2611962
2362,Gm12_2615228
2363,Gm12_2623431
2364,Gm12_2628315
2365,Gm12_2639316
2366,Gm12_2655170
2367,Gm12_2659260
2368,Gm12_2675061
2369,Gm12_2679312
2370,Gm12_2686978
2371,Gm12_2762306
2372,Gm12_2838455
2373,Gm12_2843034
2374,Gm12_2847459
2375,Gm12_2894203
2376,Gm12_3147671
2377,Gm12_3152390
2378,Gm12_3160139
2379,Gm12_3168320
2380,Gm12_3263190
2381,Gm12_3278796
2382,Gm12_3286109
2383,Gm12_3448777
2384,Gm12_3465400
2385,Gm12_3466414
2386,Gm12_3476352
2387,Gm12_3481951
2388,Gm12_3484861
2389,Gm12_3486493
2390,Gm12_3490737
2391,Gm12_3493390
2392,Gm12_3499373
2393,Gm12_3501310
2394,Gm12_3503387
2395,Gm12_3505798
2396,Gm12_3506720
2397,Gm12_3509200
2398,Gm12_3525427
2399,Gm12_3530236
2400,Gm12_6685537
2401,Gm12_6888204
2402,Gm12_6897142
2403,Gm12_6900656
2404,Gm12_6906376
2405,Gm12_6918271
2406,Gm12_6920202
2407,Gm12_6935110
2408,Gm12_6944414
2409,Gm12_6947215
2410,Gm12_7585111
2411,Gm12_7740147
2412,Gm12_7805696
2413,Gm12_7855367
2414,Gm12_7879643
2415,Gm12_7880914
2416,Gm12_7882428
2417,Gm12_7891550
2418,Gm12_7892418
2419,Gm12_7893261
2420,Gm12_7895687
2421,Gm12_7899121
2422,Gm12_7901745
2423,Gm12_7903285
2424,Gm12_7904518
2425,Gm12_7907344
2426,Gm12_7910826
2427,Gm12_7921521
2428,Gm12_7926449
2429,Gm12_7927390
2430,Gm12_7928993
2431,Gm12_7932058
2432,Gm12_7933704
2433,Gm12_7937984
2434,Gm12_7943064
2435,Gm12_7946040
2436,Gm12_7947602
2437,Gm12_7952087
